Protein IDs,Majority protein IDs,Gene names,Protein names,Peptides,Sequence coverage [%],Mol. weight [kDa]
Q8N0Z6,Q8N0Z6,TTC5,Tetratricopeptide repeat protein 5,7,20.2,48.927
Q8N108,Q8N108,MIER1,Mesoderm induction early response protein 1,3,8.2,57.983
Q8N111,Q8N111,CEND1,Cell cycle exit and neuronal differentiation protein 1,5,34.2,14.954
Q8N122,Q8N122,RPTOR,Regulatory-associated protein of mTOR,9,10.1,149.04
Q8N126,Q8N126,CADM3,Cell adhesion molecule 3,10,35.2,43.299
Q8N128,Q8N128,FAM177A1,Protein FAM177A1,6,31.0,23.757
Q8N129,Q8N129,CNPY4,Protein canopy homolog 4,3,10.9,28.309
Q8N131,Q8N131,TMEM123,Porimin,2,5.3,21.531
Q8N142,Q8N142,ADSSL1,Adenylosuccinate synthetase isozyme 1,1,3.1,50.208
Q8N158,Q8N158,GPC2,Glypican-2;Secreted glypican-2,11,24.4,62.829
Q8N163,Q8N163,CCAR2,Cell cycle and apoptosis regulator protein 2,28,35.1,102.9
Q8N183,Q8N183,NDUFAF2,"Mimitin, mitochondrial",7,45.6,19.856
Q8N1B4,Q8N1B4,VPS52,Vacuolar protein sorting-associated protein 52 homolog,9,13.0,82.22
Q8N1F7,Q8N1F7,NUP93,Nuclear pore complex protein Nup93,26,35.4,93.487
Q8N1F8,Q8N1F8,STK11IP,Serine/threonine-protein kinase 11-interacting protein,2,3.5,120.26
Q8N1G0,Q8N1G0,ZNF687,Zinc finger protein 687,6,6.8,129.53
Q8N1G2,Q8N1G2,CMTR1,Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 1,10,15.2,95.32
Q8N1G4,Q8N1G4,LRRC47,Leucine-rich repeat-containing protein 47,21,41.0,63.472
Q8N1I0,Q8N1I0,DOCK4,Dedicator of cytokinesis protein 4,4,2.7,225.2
Q8N1Q1,Q8N1Q1,CA13,Carbonic anhydrase 13,2,13.7,29.443
Q8N1S5,Q8N1S5,SLC39A11,Zinc transporter ZIP11,1,5.3,35.396
Q8N1V2,Q8N1V2,CFAP52,Cilia- and flagella-associated protein 52,1,2.1,68.297
Q8N201,Q8N201,INTS1,Integrator complex subunit 1,7,3.9,244.29
Q8N283,Q8N283,ANKRD35,Ankyrin repeat domain-containing protein 35,1,0.8,109.96
Q8N2C7,Q8N2C7,UNC80,Protein unc-80 homolog,1,0.5,363.39
Q8N2F6,Q8N2F6,ARMC10,Armadillo repeat-containing protein 10,2,6.7,37.54
Q8N2G4,Q8N2G4,LYPD1,Ly6/PLAUR domain-containing protein 1,3,39.7,15.24
Q8N2G8,Q8N2G8,GHDC,GH3 domain-containing protein,4,10.0,57.522
Q8N2H3,Q8N2H3,PYROXD2,Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 2,2,4.8,63.067
Q8N2K0,Q8N2K0,ABHD12,Monoacylglycerol lipase ABHD12,8,25.6,45.096
Q8N2K1,Q8N2K1,UBE2J2,Ubiquitin-conjugating enzyme E2 J2,2,10.8,28.898
Q8N2M8,Q8N2M8,CLASRP,CLK4-associating serine/arginine rich protein,1,2.1,77.16
Q8N2U0,Q8N2U0,TMEM256,Transmembrane protein 256,1,24.8,11.741
Q8N2W9,Q8N2W9,PIAS4,E3 SUMO-protein ligase PIAS4,2,6.1,56.503
Q8N335,Q8N335,GPD1L,Glycerol-3-phosphate dehydrogenase 1-like protein,11,33.3,38.418
Q8N350,Q8N350,DOS,Protein Dos,3,8.7,73.928
Q8N357,Q8N357,SLC35F6,Solute carrier family 35 member F6,1,3.8,40.214
Q8N394,Q8N394,TMTC2,Transmembrane and TPR repeat-containing protein 2,5,7.2,94.129
Q8N3C0,Q8N3C0,ASCC3,Activating signal cointegrator 1 complex subunit 3,19,10.2,251.46
Q8N3D4,Q8N3D4,EHBP1L1,EH domain-binding protein 1-like protein 1,2,1.4,161.85
Q8N3E9,Q8N3E9,PLCD3,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3",5,7.1,89.257
Q8N3F0,Q8N3F0,MTURN,Maturin,2,15.3,14.925
Q8N3F8,Q8N3F8,MICALL1,MICAL-like protein 1,4,6.3,93.44
Q8N3J6,Q8N3J6,CADM2,Cell adhesion molecule 2,2,10.6,47.553
Q8N3P4,Q8N3P4,VPS8,Vacuolar protein sorting-associated protein 8 homolog,6,5.5,161.75
Q8N3R9,Q8N3R9,MPP5,MAGUK p55 subfamily member 5,4,8.4,77.293
Q8N3U4;Q8WVM7,Q8N3U4,STAG2,Cohesin subunit SA-2,5,3.8,141.32
Q8N3V7,Q8N3V7,SYNPO,Synaptopodin,15,20.3,99.462
Q8N3X1,Q8N3X1,FNBP4,Formin-binding protein 4,5,5.9,110.26
Q8N3Y1,Q8N3Y1,FBXW8,F-box/WD repeat-containing protein 8,2,5.4,67.393
Q8N3Z3,Q8N3Z3,GTPBP8,GTP-binding protein 8,2,7.7,32.146
Q8N412,Q8N412,STPG2,Sperm-tail PG-rich repeat-containing protein 2,1,5.4,50.659
Q8N414,Q8N414,PGBD5,PiggyBac transposable element-derived protein 5,1,3.1,58.463
Q8N428,Q8N428,GALNT16,Polypeptide N-acetylgalactosaminyltransferase 16,3,7.3,63.073
Q8N442,Q8N442,GUF1,"Translation factor GUF1, mitochondrial",6,13.3,74.327
Q8N465,Q8N465,D2HGDH,"D-2-hydroxyglutarate dehydrogenase, mitochondrial",4,9.8,56.415
Q8N474,Q8N474,SFRP1,Secreted frizzled-related protein 1,5,20.7,35.385
Q8N488,Q8N488,RYBP,RING1 and YY1-binding protein,2,16.7,24.821
Q8N490,Q8N490,PNKD,Probable hydrolase PNKD,1,4.2,42.875
Q8N4C8,Q8N4C8,MINK1,Misshapen-like kinase 1,11,10.3,149.82
Q8N4H5,Q8N4H5,TOMM5,Mitochondrial import receptor subunit TOM5 homolog,3,33.3,6.0352
Q8N4L2,Q8N4L2,TMEM55A,"Type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase",4,23.0,28.081
Q8N4P3,Q8N4P3,HDDC3,"Guanosine-3,5-bis(diphosphate) 3-pyrophosphohydrolase MESH1",2,18.4,20.329
Q8N4Q1,Q8N4Q1,CHCHD4,Mitochondrial intermembrane space import and assembly protein 40,5,47.2,15.996
Q8N4S9,Q8N4S9,MARVELD2,MARVEL domain-containing protein 2,1,1.8,64.167
Q8N4T8,Q8N4T8,CBR4,Carbonyl reductase family member 4,4,32.5,25.301
Q8N4V1,Q8N4V1,MMGT1,Membrane magnesium transporter 1,1,18.3,14.686
Q8N511,Q8N511,TMEM199,Transmembrane protein 199,3,13.5,23.13
Q8N543,Q8N543,OGFOD1,Prolyl 3-hydroxylase OGFOD1,3,6.8,63.245
Q8N556,Q8N556,AFAP1,Actin filament-associated protein 1,3,8.2,80.724
Q8N568;Q9C098,Q8N568,DCLK2,Serine/threonine-protein kinase DCLK2,11,21.5,83.605
Q8N573,Q8N573,OXR1,Oxidation resistance protein 1,5,9.2,97.969
Q8N584,Q8N584,TTC39C,Tetratricopeptide repeat protein 39C,1,1.7,65.869
Q8N5C6,Q8N5C6,SRBD1,S1 RNA-binding domain-containing protein 1,8,8.7,111.77
Q8N5C8,Q8N5C8,TAB3,TGF-beta-activated kinase 1 and MAP3K7-binding protein 3,1,2.8,78.652
Q8N5F7,Q8N5F7,NKAP,NF-kappa-B-activating protein,1,3.4,47.138
Q8N5G0,Q8N5G0,SMIM20,Small integral membrane protein 20,2,29.9,7.7019
Q8N5G2,Q8N5G2,TMEM57,Macoilin,4,9.0,76.177
Q8N5I4,Q8N5I4,DHRSX,Dehydrogenase/reductase SDR family member on chromosome X,1,2.4,36.443
Q8N5J2,Q8N5J2,FAM63A,Protein FAM63A,3,6.8,51.777
Q8N5K1,Q8N5K1,CISD2,CDGSH iron-sulfur domain-containing protein 2,5,37.8,15.278
Q8N5M9,Q8N5M9,JAGN1,Protein jagunal homolog 1,1,6.6,21.125
Q8N5N7,Q8N5N7,MRPL50,"39S ribosomal protein L50, mitochondrial",8,51.3,18.325
Q8N5P1,Q8N5P1,ZC3H8,Zinc finger CCCH domain-containing protein 8,1,5.8,33.575
Q8N5Y8,Q8N5Y8,PARP16,Mono [ADP-ribose] polymerase PARP16,1,3.4,36.382
Q8N653,Q8N653,LZTR1,Leucine-zipper-like transcriptional regulator 1,1,2.4,94.718
Q8N668,Q8N668,COMMD1,COMM domain-containing protein 1,2,15.8,21.178
Q8N684,Q8N684,CPSF7,Cleavage and polyadenylation specificity factor subunit 7,9,19.7,52.049
Q8N6C5,Q8N6C5,IGSF1,Immunoglobulin superfamily member 1,2,1.4,148.93
Q8N6G6,Q8N6G6,ADAMTSL1,ADAMTS-like protein 1,3,2.3,193.41
Q8N6H7,Q8N6H7,ARFGAP2,ADP-ribosylation factor GTPase-activating protein 2,6,12.5,56.72
Q8N6L1,Q8N6L1,KRTCAP2,Keratinocyte-associated protein 2,1,12.5,14.678
Q8N6M0,Q8N6M0,OTUD6B,OTU domain-containing protein 6B,3,11.3,33.812
Q8N6N3,Q8N6N3,C1orf52,UPF0690 protein C1orf52,2,17.0,20.599
Q8N6N7,Q8N6N7,ACBD7,Acyl-CoA-binding domain-containing protein 7,3,37.5,9.7902
Q8N6R0,Q8N6R0,METTL13,Methyltransferase-like protein 13,9,20.5,78.767
Q8N6T3,Q8N6T3,ARFGAP1,ADP-ribosylation factor GTPase-activating protein 1,3,12.1,44.667
Q8N6T7,Q8N6T7,SIRT6,NAD-dependent protein deacetylase sirtuin-6,1,3.9,39.118
Q8N6W0;Q9BZC1,Q8N6W0;Q9BZC1,CELF5;CELF4,CUGBP Elav-like family member 5;CUGBP Elav-like family member 4,4,6.6,52.354
Q8N755,Q8N755,PQLC3,PQ-loop repeat-containing protein 3,1,4.5,22.575
Q8N766,Q8N766,EMC1,ER membrane protein complex subunit 1,14,18.0,111.76
Q8N7H5,Q8N7H5,PAF1,RNA polymerase II-associated factor 1 homolog,11,26.4,59.975
Q8N806,Q8N806,UBR7,Putative E3 ubiquitin-protein ligase UBR7,4,13.2,47.998
Q8N8A2,Q8N8A2,ANKRD44,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B,2,3.4,107.6
Q8N8A6,Q8N8A6,DDX51,ATP-dependent RNA helicase DDX51,5,11.4,72.456
Q8N8E3,Q8N8E3,CEP112,Centrosomal protein of 112 kDa,2,2.7,112.75
Q8N8K9,Q8N8K9,KIAA1958,Uncharacterized protein KIAA1958,1,2.0,79.211
Q8N8L6,Q8N8L6,ARL10,ADP-ribosylation factor-like protein 10,2,9.8,27.459
Q8N8N7,Q8N8N7,PTGR2,Prostaglandin reductase 2,4,12.8,38.499
Q8N8R7,Q8N8R7,ARL14EP,ARL14 effector protein,6,21.5,29.337
Q8N8S7,Q8N8S7,ENAH,Protein enabled homolog,15,28.1,66.509
Q8N8X9,Q8N8X9,MAB21L3,Protein mab-21-like 3,1,3.3,42.356
Q8N8Y2,Q8N8Y2,ATP6V0D2,V-type proton ATPase subunit d 2,1,4.3,40.426
Q8N954,Q8N954,GPATCH11,G patch domain-containing protein 11,3,10.5,33.277
Q8N983,Q8N983,MRPL43,"39S ribosomal protein L43, mitochondrial",3,11.6,23.431
Q8N9A8,Q8N9A8,CNEP1R1,Nuclear envelope phosphatase-regulatory subunit 1,1,8.8,14.267
Q8N9F7,Q8N9F7,GDPD1,Glycerophosphodiester phosphodiesterase domain-containing protein 1,11,43.3,36.167
Q8N9I0,Q8N9I0,SYT2,Synaptotagmin-2,6,12.9,46.872
Q8N9I9,Q8N9I9,DTX3,Probable E3 ubiquitin-protein ligase DTX3,5,21.3,37.988
Q8N9N2,Q8N9N2,ASCC1,Activating signal cointegrator 1 complex subunit 1,3,10.2,45.509
Q8N9N7,Q8N9N7,LRRC57,Leucine-rich repeat-containing protein 57,6,27.2,26.754
Q8N9N8,Q8N9N8,EIF1AD,Probable RNA-binding protein EIF1AD,3,24.2,19.053
Q8N9R8,Q8N9R8,SCAI,Protein SCAI,1,1.8,70.399
Q8N9T8,Q8N9T8,KRI1,Protein KRI1 homolog,2,3.8,82.597
Q8NAF0,Q8NAF0,ZNF579,Zinc finger protein 579,4,7.7,60.509
Q8NAT1,Q8NAT1,POMGNT2,"Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2",2,3.8,66.615
Q8NAV1,Q8NAV1,PRPF38A,Pre-mRNA-splicing factor 38A,8,26.9,37.476
Q8NB25,Q8NB25,FAM184A,Protein FAM184A,1,0.8,132.96
Q8NB37,Q8NB37,PDDC1,Parkinson disease 7 domain-containing protein 1,4,30.0,23.297
Q8NB49,Q8NB49,ATP11C,Phospholipid-transporting ATPase IG,5,6.0,129.48
Q8NB78,Q8NB78,KDM1B,Lysine-specific histone demethylase 1B,6,10.1,92.097
Q8NB90,Q8NB90,SPATA5,Spermatogenesis-associated protein 5,15,21.2,97.903
Q8NBF2,Q8NBF2,NHLRC2,NHL repeat-containing protein 2,10,20.4,79.443
Q8NBF6,Q8NBF6,AVL9,Late secretory pathway protein AVL9 homolog,5,8.0,71.947
Q8NBI6,Q8NBI6,XXYLT1,Xyloside xylosyltransferase 1,5,17.6,43.806
Q8NBJ4,Q8NBJ4,GOLM1,Golgi membrane protein 1,8,24.9,45.333
Q8NBJ5,Q8NBJ5,COLGALT1,Procollagen galactosyltransferase 1,12,21.7,71.635
Q8NBJ7,Q8NBJ7,SUMF2,Sulfatase-modifying factor 2,8,32.2,33.843
Q8NBJ9,Q8NBJ9,SIDT2,SID1 transmembrane family member 2,4,5.4,94.453
Q8NBK3,Q8NBK3,SUMF1,Sulfatase-modifying factor 1,2,9.1,40.556
Q8NBL1,Q8NBL1,POGLUT1,Protein O-glucosyltransferase 1,5,11.7,46.189
Q8NBM4,Q8NBM4,UBAC2,Ubiquitin-associated domain-containing protein 2,1,3.5,38.963
Q8NBM8,Q8NBM8,PCYOX1L,Prenylcysteine oxidase-like,2,3.2,54.646
Q8NBN3,Q8NBN3,TMEM87A,Transmembrane protein 87A,3,5.6,63.429
Q8NBN7,Q8NBN7,RDH13,Retinol dehydrogenase 13,3,10.9,35.932
Q8NBP0,Q8NBP0,TTC13,Tetratricopeptide repeat protein 13,6,8.7,96.812
Q8NBQ5,Q8NBQ5,HSD17B11,Estradiol 17-beta-dehydrogenase 11,6,24.0,32.935
Q8NBS9,Q8NBS9,TXNDC5,Thioredoxin domain-containing protein 5,15,38.9,47.628
Q8NBT2,Q8NBT2,SPC24,Kinetochore protein Spc24,2,11.7,22.478
Q8NBU5,Q8NBU5,ATAD1,ATPase family AAA domain-containing protein 1,9,34.9,40.744
Q8NBW4,Q8NBW4,SLC38A9,Sodium-coupled neutral amino acid transporter 9,1,4.6,63.775
Q8NBX0,Q8NBX0,SCCPDH,Saccharopine dehydrogenase-like oxidoreductase,10,32.2,47.151
Q8NBZ7,Q8NBZ7,UXS1,UDP-glucuronic acid decarboxylase 1,5,17.1,47.576
Q8NC44,Q8NC44,FAM134A,Protein FAM134A,2,7.4,57.829
Q8NC51,Q8NC51,SERBP1,Plasminogen activator inhibitor 1 RNA-binding protein,14,38.0,44.965
Q8NC56,Q8NC56,LEMD2,LEM domain-containing protein 2,8,16.9,56.974
Q8NC60,Q8NC60,NOA1,Nitric oxide-associated protein 1,2,4.2,78.457
Q8NC96,Q8NC96,NECAP1,Adaptin ear-binding coat-associated protein 1,4,20.0,29.737
Q8NCA5,Q8NCA5,FAM98A,Protein FAM98A,5,12.3,55.4
Q8NCB2,Q8NCB2,CAMKV,CaM kinase-like vesicle-associated protein,13,41.7,54.353
Q8NCC3,Q8NCC3,PLA2G15,Group XV phospholipase A2,3,9.2,46.657
Q8NCD3,Q8NCD3,HJURP,Holliday junction recognition protein,2,4.0,83.538
Q8NCE0,Q8NCE0,TSEN2,tRNA-splicing endonuclease subunit Sen2,1,1.9,53.246
Q8NCE2,Q8NCE2,MTMR14,Myotubularin-related protein 14,2,3.1,72.203
Q8NCF5,Q8NCF5,NFATC2IP,NFATC2-interacting protein,3,8.6,45.816
Q8NCG7,Q8NCG7,DAGLB,Sn1-specific diacylglycerol lipase beta,3,5.5,73.731
Q8NCH0,Q8NCH0,CHST14,Carbohydrate sulfotransferase 14,3,7.7,42.996
Q8NCM8,Q8NCM8,DYNC2H1,Cytoplasmic dynein 2 heavy chain 1,25,6.4,492.62
Q8NCN5,Q8NCN5,PDPR,"Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial",9,12.2,99.363
Q8NCW5,Q8NCW5,APOA1BP,NAD(P)H-hydrate epimerase,9,49.0,31.674
Q8ND04,Q8ND04,SMG8,Protein SMG8,4,6.0,109.68
Q8ND24,Q8ND24,RNF214,RING finger protein 214,12,24.6,77.667
Q8ND56,Q8ND56,LSM14A,Protein LSM14 homolog A,4,15.8,50.529
Q8ND76,Q8ND76,CCNY,Cyclin-Y,1,5.0,39.336
Q8ND82;Q86YH2;Q6N043,Q8ND82,ZNF280C,Zinc finger protein 280C,6,9.4,83.095
Q8ND83,Q8ND83,SLAIN1,SLAIN motif-containing protein 1,3,8.6,60.594
Q8ND90,Q8ND90,PNMA1,Paraneoplastic antigen Ma1,4,14.7,39.761
Q8NDA8,Q8NDA8,MROH1,Maestro heat-like repeat-containing protein family member 1,7,5.2,181.25
Q8NDC0,Q8NDC0,MAPK1IP1L,MAPK-interacting and spindle-stabilizing protein-like,1,6.9,24.269
Q8NDF8,Q8NDF8,PAPD5,Non-canonical poly(A) RNA polymerase PAPD5,1,2.3,63.266
Q8NDI1,Q8NDI1,EHBP1,EH domain-binding protein 1,7,8.0,140.02
Q8NDT2,Q8NDT2,RBM15B,Putative RNA-binding protein 15B,3,3.5,97.204
Q8NDV7,Q8NDV7,TNRC6A,Trinucleotide repeat-containing gene 6A protein,2,1.3,210.29
Q8NDX2,Q8NDX2,SLC17A8,Vesicular glutamate transporter 3,1,3.1,64.99
Q8NDX5,Q8NDX5,PHC3,Polyhomeotic-like protein 3,3,3.1,106.16
Q8NDX6,Q8NDX6,ZNF740,Zinc finger protein 740,2,11.9,21.857
Q8NDY3,Q8NDY3,ADPRHL1,[Protein ADP-ribosylarginine] hydrolase-like protein 1,2,4.5,40.104
Q8NDZ4,Q8NDZ4,C3orf58,Deleted in autism protein 1,8,22.8,49.481
Q8NE01,Q8NE01,CNNM3,Metal transporter CNNM3,4,6.9,76.118
Q8NE71,Q8NE71,ABCF1,ATP-binding cassette sub-family F member 1,24,34.7,95.925
Q8NE86,Q8NE86,MCU,"Calcium uniporter protein, mitochondrial",3,8.5,39.866
Q8NEB9,Q8NEB9,PIK3C3,Phosphatidylinositol 3-kinase catalytic subunit type 3,9,13.3,101.55
Q8NEC7,Q8NEC7,GSTCD,Glutathione S-transferase C-terminal domain-containing protein,5,7.3,71.078
Q8NEF9,Q8NEF9,SRFBP1,Serum response factor-binding protein 1,4,10.3,48.633
Q8NEJ9,Q8NEJ9,NGDN,Neuroguidin,3,13.3,35.894
Q8NEN9,Q8NEN9,PDZD8,PDZ domain-containing protein 8,9,11.8,128.56
Q8NEU8,Q8NEU8,APPL2,DCC-interacting protein 13-beta,12,27.7,74.493
Q8NEW0,Q8NEW0,SLC30A7,Zinc transporter 7,1,4.0,41.625
Q8NEY1,Q8NEY1,NAV1,Neuron navigator 1,10,8.7,202.47
Q8NEY8,Q8NEY8,PPHLN1,Periphilin-1,2,6.8,52.736
Q8NEZ2,Q8NEZ2,VPS37A,Vacuolar protein sorting-associated protein 37A,4,14.1,44.314
Q8NEZ3,Q8NEZ3,WDR19,WD repeat-containing protein 19,15,14.7,151.58
Q8NEZ5,Q8NEZ5,FBXO22,F-box only protein 22,2,4.0,44.508
Q8NF37,Q8NF37,LPCAT1,Lysophosphatidylcholine acyltransferase 1,7,15.5,59.151
Q8NF91,Q8NF91,SYNE1,Nesprin-1,39,5.4,1011.1
Q8NFA0;P35125,Q8NFA0,USP32,Ubiquitin carboxyl-terminal hydrolase 32,4,2.6,181.65
Q8NFC6,Q8NFC6,BOD1L1,Biorientation of chromosomes in cell division protein 1-like 1,8,3.6,330.46
Q8NFD5,Q8NFD5,ARID1B,AT-rich interactive domain-containing protein 1B,10,6.8,236.12
Q8NFF5,Q8NFF5,FLAD1,FAD synthase;Molybdenum cofactor biosynthesis protein-like region;FAD synthase region,4,8.3,65.265
Q8NFG4,Q8NFG4,FLCN,Folliculin,3,8.8,64.473
Q8NFH3,Q8NFH3,NUP43,Nucleoporin Nup43,2,6.3,42.15
Q8NFH4,Q8NFH4,NUP37,Nucleoporin Nup37,5,21.5,36.707
Q8NFH5,Q8NFH5,NUP35,Nucleoporin NUP53,7,36.8,34.773
Q8NFI3,Q8NFI3,ENGASE,Cytosolic endo-beta-N-acetylglucosaminidase,1,1.3,83.986
Q8NFJ9,Q8NFJ9,BBS1,Bardet-Biedl syndrome 1 protein,6,14.8,65.083
Q8NFP7,Q8NFP7,NUDT10,Diphosphoinositol polyphosphate phosphohydrolase 3-alpha,3,18.3,18.5
Q8NFP9,Q8NFP9,NBEA,Neurobeachin,19,8.6,327.82
Q8NFQ8,Q8NFQ8,TOR1AIP2,Torsin-1A-interacting protein 2,10,37.7,51.263
Q8NFT8,Q8NFT8,DNER,Delta and Notch-like epidermal growth factor-related receptor,1,1.9,78.474
Q8NFU3,Q8NFU3,TSTD1,Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 1,1,10.4,12.53
Q8NFV4,Q8NFV4,ABHD11,Alpha/beta hydrolase domain-containing protein 11,3,9.5,34.69
Q8NFW8,Q8NFW8,CMAS,N-acylneuraminate cytidylyltransferase,14,36.2,48.379
Q8NFZ0,Q8NFZ0,FBXO18,F-box only protein 18,1,0.8,117.68
Q8NFZ4,Q8NFZ4,NLGN2,Neuroligin-2,1,1.9,90.819
Q8NFZ8,Q8NFZ8,CADM4,Cell adhesion molecule 4,8,27.8,42.785
Q8NG11,Q8NG11,TSPAN14,Tetraspanin-14,1,5.6,30.69
Q8NG68,Q8NG68,TTL,Tubulin--tyrosine ligase,3,11.4,43.212
Q8NGL6,Q8NGL6,OR4A15,Olfactory receptor 4A15,1,3.5,38.827
Q8NHG7,Q8NHG7,SVIP,Small VCP/p97-interacting protein,1,14.3,8.4426
Q8NHH9,Q8NHH9,ATL2,Atlastin-2,6,16.8,66.228
Q8NHM5,Q8NHM5,KDM2B,Lysine-specific demethylase 2B,3,2.9,152.61
Q8NHP6,Q8NHP6,MOSPD2,Motile sperm domain-containing protein 2,5,12.9,59.745
Q8NHP8,Q8NHP8,PLBD2,Putative phospholipase B-like 2;Putative phospholipase B-like 2 32 kDa form;Putative phospholipase B-like 2 45 kDa form,14,27.3,65.471
Q8NHQ9,Q8NHQ9,DDX55,ATP-dependent RNA helicase DDX55,5,11.0,68.546
Q8NHU2,Q8NHU2,CFAP61,Cilia- and flagella-associated protein 61,1,0.9,141.35
Q8NHU6,Q8NHU6,TDRD7,Tudor domain-containing protein 7,9,10.7,123.58
Q8NHV4,Q8NHV4,NEDD1,Protein NEDD1,8,17.9,71.965
Q8NHY2,Q8NHY2,RFWD2,E3 ubiquitin-protein ligase RFWD2,2,3.6,80.473
Q8NHZ8,Q8NHZ8,CDC26,Anaphase-promoting complex subunit CDC26,2,40.0,9.7769
Q8NI08,Q8NI08,NCOA7,Nuclear receptor coactivator 7,3,5.3,106.16
Q8NI22,Q8NI22,MCFD2,Multiple coagulation factor deficiency protein 2,2,25.3,16.39
Q8NI27,Q8NI27,THOC2,THO complex subunit 2,14,9.1,182.77
Q8NI36,Q8NI36,WDR36,WD repeat-containing protein 36,10,12.3,105.32
Q8NI60,Q8NI60,ADCK3,"Atypical kinase ADCK3, mitochondrial",1,2.5,71.949
Q8TAA5,Q8TAA5,GRPEL2,"GrpE protein homolog 2, mitochondrial",2,8.9,25.431
Q8TAA9,Q8TAA9,VANGL1,Vang-like protein 1,3,8.0,59.974
Q8TAC9,Q8TAC9,SCAMP5,Secretory carrier-associated membrane protein 5,1,4.7,26.104
Q8TAD4,Q8TAD4,SLC30A5,Zinc transporter 5,4,5.1,84.046
Q8TAD8,Q8TAD8,SNIP1,Smad nuclear-interacting protein 1,5,15.9,45.777
Q8TAE6,Q8TAE6,PPP1R14C,Protein phosphatase 1 regulatory subunit 14C,2,33.3,17.843
Q8TAE8,Q8TAE8,GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,3,18.5,25.384
Q8TAF3,Q8TAF3,WDR48,WD repeat-containing protein 48,12,23.6,76.21
Q8TAG9,Q8TAG9,EXOC6,Exocyst complex component 6,2,2.2,93.721
Q8TAM2,Q8TAM2,TTC8,Tetratricopeptide repeat protein 8,2,5.4,61.534
Q8TAQ2,Q8TAQ2,SMARCC2,SWI/SNF complex subunit SMARCC2,19,24.5,132.88
Q8TAT2,Q8TAT2,FGFBP3,Fibroblast growth factor-binding protein 3,4,34.9,27.59
Q8TAT6,Q8TAT6,NPLOC4,Nuclear protein localization protein 4 homolog,12,24.0,68.119
Q8TB03,Q8TB03,CXorf38,Uncharacterized protein CXorf38,1,2.8,36.67
Q8TB22,Q8TB22,SPATA20,Spermatogenesis-associated protein 20,5,9.5,87.898
Q8TB36,Q8TB36,GDAP1,Ganglioside-induced differentiation-associated protein 1,8,17.3,41.345
Q8TB37,Q8TB37,NUBPL,Iron-sulfur protein NUBPL,5,22.3,34.082
Q8TB40,Q8TB40,ABHD4,Abhydrolase domain-containing protein 4,1,2.3,38.794
Q8TB52,Q8TB52,FBXO30,F-box only protein 30,6,10.6,82.303
Q8TB61,Q8TB61,SLC35B2,Adenosine 3-phospho 5-phosphosulfate transporter 1,4,8.8,47.514
Q8TB72,Q8TB72,PUM2,Pumilio homolog 2,4,3.7,114.21
Q8TB73,Q8TB73,NDNF,Protein NDNF,13,27.5,64.672
Q8TB96,Q8TB96,ITFG1,T-cell immunomodulatory protein,6,10.5,68.107
Q8TBA6,Q8TBA6,GOLGA5,Golgin subfamily A member 5,9,21.8,83.023
Q8TBB5,Q8TBB5,KLHDC4,Kelch domain-containing protein 4,5,15.2,57.891
Q8TBC4,Q8TBC4,UBA3,NEDD8-activating enzyme E1 catalytic subunit,8,29.8,51.852
Q8TBC5,Q8TBC5,ZSCAN18,Zinc finger and SCAN domain-containing protein 18,4,19.8,54.803
Q8TBE9,Q8TBE9,NANP,N-acylneuraminate-9-phosphatase,1,4.0,27.813
Q8TBF2,Q8TBF2,FAM213B,Prostamide/prostaglandin F synthase,3,21.2,21.222
Q8TBF4,Q8TBF4,ZCRB1,Zinc finger CCHC-type and RNA-binding motif-containing protein 1,2,16.1,24.591
Q8TBM8,Q8TBM8,DNAJB14,DnaJ homolog subfamily B member 14,3,10.0,42.515
Q8TBQ9,Q8TBQ9,TMEM167A,Protein kish-A,1,12.5,8.0598
Q8TBX8,Q8TBX8,PIP4K2C,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma,4,13.1,47.299
Q8TBZ3,Q8TBZ3,WDR20,WD repeat-containing protein 20,4,10.0,62.892
Q8TC07,Q8TC07,TBC1D15,TBC1 domain family member 15,12,19.5,79.49
Q8TC12,Q8TC12,RDH11,Retinol dehydrogenase 11,10,39.6,35.386
Q8TC26,Q8TC26,TMEM163,Transmembrane protein 163,3,10.7,31.468
Q8TC59,Q8TC59,PIWIL2,Piwi-like protein 2,1,0.8,109.85
Q8TCA0,Q8TCA0,LRRC20,Leucine-rich repeat-containing protein 20,5,28.8,20.509
Q8TCC3,Q8TCC3,MRPL30,"39S ribosomal protein L30, mitochondrial",2,15.5,18.546
Q8TCD5,Q8TCD5,NT5C,"5(3)-deoxyribonucleotidase, cytosolic type",1,6.0,23.382
Q8TCE6;Q6NSW5,Q8TCE6;Q6NSW5,FAM45A;FAM45B,Protein FAM45A;Protein FAM45B,4,12.9,40.513
