Protein_IDs,Gene_names,Protein_names,3P_1,3P_2,3P_3,SIC_1,SIC_2,SIC_3
Q8ND24,RNF214,RING finger protein 214,14770000,12982000,10038000,9610800,13301000,12035000
Q8ND56,LSM14A,Protein LSM14 homolog A,8223500,13950000,11030000,14910000,14125000,11185000
Q8ND76,CCNY,Cyclin-Y,0,0,0,0,0,1222500
Q8ND82;Q86YH2;Q6N043,ZNF280C,Zinc finger protein 280C,0,4315400,3690800,14754000,12976000,14826000
Q8ND83,SLAIN1,SLAIN motif-containing protein 1,6663400,7507400,3538700,0,0,0
Q8ND90,PNMA1,Paraneoplastic antigen Ma1,6564700,8550400,7821600,3402600,3202700,3690000
Q8NDA8,MROH1,Maestro heat-like repeat-containing protein family member 1,7941200,4531100,5077800,0,0,3140600
Q8NDC0,MAPK1IP1L,MAPK-interacting and spindle-stabilizing protein-like,0,0,0,0,0,34017000
Q8NDF8,PAPD5,Non-canonical poly(A) RNA polymerase PAPD5,0,0,0,0,0,0
Q8NDI1,EHBP1,EH domain-binding protein 1,5620100,4785600,3510700,6456300,6624400,5294900
Q8NDT2,RBM15B,Putative RNA-binding protein 15B,2689200,3628600,3261100,3956100,3860700,4016000
Q8NDV7,TNRC6A,Trinucleotide repeat-containing gene 6A protein,0,0,480360,0,0,0
Q8NDX2,SLC17A8,Vesicular glutamate transporter 3,0,0,0,0,0,0
Q8NDX5,PHC3,Polyhomeotic-like protein 3,0,0,573720,0,0,0
Q8NDX6,ZNF740,Zinc finger protein 740,0,0,0,0,0,1803400
Q8NDY3,ADPRHL1,[Protein ADP-ribosylarginine] hydrolase-like protein 1,2026000,0,858610,0,0,0
Q8NDZ4,C3orf58,Deleted in autism protein 1,16117000,22286000,19881000,5640300,8670300,5388700
Q8NE01,CNNM3,Metal transporter CNNM3,3147800,3948300,2165900,3096700,3443300,2521900
Q8NE71,ABCF1,ATP-binding cassette sub-family F member 1,132720000,142680000,140560000,167160000,183640000,167640000
Q8NE86,MCU,"Calcium uniporter protein, mitochondrial",5191500,6470200,5533000,3984700,6663100,0
Q8NEB9,PIK3C3,Phosphatidylinositol 3-kinase catalytic subunit type 3,13847000,12706000,10938000,21301000,16624000,12965000
Q8NEC7,GSTCD,Glutathione S-transferase C-terminal domain-containing protein,1542200,0,0,1649400,3825300,0
Q8NEF9,SRFBP1,Serum response factor-binding protein 1,4885800,5210800,5326400,0,0,0
Q8NEJ9,NGDN,Neuroguidin,0,0,0,0,3934100,0
Q8NEN9,PDZD8,PDZ domain-containing protein 8,6136300,9761500,7842700,4849900,4957300,4078200
Q8NEU8,APPL2,DCC-interacting protein 13-beta,77900000,80646000,65176000,31974000,33339000,30365000
Q8NEW0,SLC30A7,Zinc transporter 7,0,0,0,1885200,0,0
Q8NEY1,NAV1,Neuron navigator 1,3930900,0,0,7127200,11443000,7008000
Q8NEY8,PPHLN1,Periphilin-1,0,0,0,4497000,8197000,0
Q8NEZ2,VPS37A,Vacuolar protein sorting-associated protein 37A,8450300,8371800,6445700,7486500,6461900,0
Q8NEZ3,WDR19,WD repeat-containing protein 19,17760000,19832000,17919000,12356000,11059000,10391000
Q8NEZ5,FBXO22,F-box only protein 22,0,0,0,0,0,2774500
Q8NF37,LPCAT1,Lysophosphatidylcholine acyltransferase 1,68577000,79649000,82178000,101260000,101940000,96250000
Q8NF91,SYNE1,Nesprin-1,48050000,52496000,46710000,30242000,22938000,28755000
Q8NFA0;P35125,USP32,Ubiquitin carboxyl-terminal hydrolase 32,0,0,1706100,3332700,2690200,2445800
Q8NFC6,BOD1L1,Biorientation of chromosomes in cell division protein 1-like 1,4045900,3837500,4550700,4164700,4348900,4376500
Q8NFD5,ARID1B,AT-rich interactive domain-containing protein 1B,3375400,3868000,3549700,4719800,6078400,3800000
Q8NFF5,FLAD1,FAD synthase;Molybdenum cofactor biosynthesis protein-like region;FAD synthase region,5138000,0,0,11524000,10421000,11881000
Q8NFG4,FLCN,Folliculin,3449500,4290800,3063400,5149000,5101300,4987900
Q8NFH3,NUP43,Nucleoporin Nup43,5750100,0,0,0,0,0
Q8NFH4,NUP37,Nucleoporin Nup37,14348000,17353000,16364000,22303000,24829000,21852000
Q8NFH5,NUP35,Nucleoporin NUP53,21717000,22842000,23173000,35978000,31349000,42627000
Q8NFI3,ENGASE,Cytosolic endo-beta-N-acetylglucosaminidase,0,0,0,0,1279200,0
Q8NFJ9,BBS1,Bardet-Biedl syndrome 1 protein,5536500,6130800,6543100,0,0,0
Q8NFP7,NUDT10,Diphosphoinositol polyphosphate phosphohydrolase 3-alpha,2077500,1365000,2095400,2186700,1633400,2359900
Q8NFP9,NBEA,Neurobeachin,31542000,26927000,25226000,15699000,15844000,15035000
Q8NFQ8,TOR1AIP2,Torsin-1A-interacting protein 2,24619000,29109000,31682000,24214000,25022000,24147000
Q8NFT8,DNER,Delta and Notch-like epidermal growth factor-related receptor,0,0,1296800,0,0,0
Q8NFU3,TSTD1,Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 1,0,0,0,0,0,703580
Q8NFV4,ABHD11,Alpha/beta hydrolase domain-containing protein 11,2917900,2669700,3416200,0,0,0
Q8NFW8,CMAS,N-acylneuraminate cytidylyltransferase,64270000,59754000,54968000,56044000,68829000,56770000
Q8NFZ0,FBXO18,F-box only protein 18,0,2198700,0,0,0,0
Q8NFZ4,NLGN2,Neuroligin-2,0,0,0,0,0,296650
Q8NFZ8,CADM4,Cell adhesion molecule 4,67800000,69024000,62097000,27642000,34593000,28304000
Q8NG11,TSPAN14,Tetraspanin-14,0,0,0,0,0,2589300
Q8NG68,TTL,Tubulin--tyrosine ligase,1147600,0,649410,0,0,0
Q8NGL6,OR4A15,Olfactory receptor 4A15,0,0,0,534300,0,0
Q8NHG7,SVIP,Small VCP/p97-interacting protein,2630000,0,0,0,0,0
Q8NHH9,ATL2,Atlastin-2,31089000,0,0,43546000,64697000,38973000
Q8NHM5,KDM2B,Lysine-specific demethylase 2B,0,0,0,3960700,3321100,2819100
Q8NHP6,MOSPD2,Motile sperm domain-containing protein 2,9522900,5260600,9694600,8739700,7656000,7145100
Q8NHP8,PLBD2,Putative phospholipase B-like 2;Putative phospholipase B-like 2 32 kDa form;Putative phospholipase B-like 2 45 kDa form,193090000,185590000,255790000,90764000,74144000,84604000
Q8NHQ9,DDX55,ATP-dependent RNA helicase DDX55,0,0,1347400,10171000,11537000,5405100
Q8NHU2,CFAP61,Cilia- and flagella-associated protein 61,0,0,0,0,0,928050
Q8NHU6,TDRD7,Tudor domain-containing protein 7,6288000,6305200,6211100,0,0,0
Q8NHV4,NEDD1,Protein NEDD1,8748600,8261500,9226900,5250600,6431400,5368400
Q8NHY2,RFWD2,E3 ubiquitin-protein ligase RFWD2,0,0,0,16033000,0,12508000
Q8NHZ8,CDC26,Anaphase-promoting complex subunit CDC26,3635800,6035600,0,0,0,6040500
Q8NI08,NCOA7,Nuclear receptor coactivator 7,2120200,2077000,1669500,0,0,0
Q8NI22,MCFD2,Multiple coagulation factor deficiency protein 2,34310000,67792000,33512000,0,0,0
Q8NI27,THOC2,THO complex subunit 2,55755000,62474000,63902000,105580000,110150000,126810000
Q8NI36,WDR36,WD repeat-containing protein 36,21377000,22477000,20983000,87008000,99951000,85094000
Q8NI60,ADCK3,"Atypical kinase ADCK3, mitochondrial",0,9013700,0,0,0,0
Q8TAA5,GRPEL2,"GrpE protein homolog 2, mitochondrial",2850600,0,0,0,8081600,5375700
Q8TAA9,VANGL1,Vang-like protein 1,1637700,2012800,1897200,0,0,0
Q8TAC9,SCAMP5,Secretory carrier-associated membrane protein 5,0,0,0,0,0,6556500
Q8TAD4,SLC30A5,Zinc transporter 5,3860500,4698500,4468000,6737500,5632000,5382600
Q8TAD8,SNIP1,Smad nuclear-interacting protein 1,2515400,2393700,2622100,2721200,3094400,3933400
Q8TAE6,PPP1R14C,Protein phosphatase 1 regulatory subunit 14C,15584000,15187000,12114000,4248800,5890300,0
Q8TAE8,GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,19578000,23064000,20231000,24053000,29193000,18210000
Q8TAF3,WDR48,WD repeat-containing protein 48,15386000,17609000,13828000,14337000,19709000,15195000
Q8TAG9,EXOC6,Exocyst complex component 6,0,0,0,274430,0,0
Q8TAM2,TTC8,Tetratricopeptide repeat protein 8,4451200,4120200,4148900,0,0,0
Q8TAQ2,SMARCC2,SWI/SNF complex subunit SMARCC2,88330000,91518000,92971000,75190000,71264000,90852000
Q8TAT2,FGFBP3,Fibroblast growth factor-binding protein 3,28554000,21241000,29838000,123860000,91710000,146710000
Q8TAT6,NPLOC4,Nuclear protein localization protein 4 homolog,119540000,106290000,101360000,119550000,103870000,111340000
Q8TB03,CXorf38,Uncharacterized protein CXorf38,0,0,0,0,0,2781500
Q8TB22,SPATA20,Spermatogenesis-associated protein 20,7168700,8895000,8278200,0,0,4708500
Q8TB36,GDAP1,Ganglioside-induced differentiation-associated protein 1,41551000,43664000,59506000,78000000,78651000,75617000
Q8TB37,NUBPL,Iron-sulfur protein NUBPL,8103000,10767000,8831700,8623500,13217000,8586300
Q8TB40,ABHD4,Abhydrolase domain-containing protein 4,198170,0,0,0,0,0
Q8TB52,FBXO30,F-box only protein 30,3279000,0,0,0,0,0
Q8TB61,SLC35B2,Adenosine 3-phospho 5-phosphosulfate transporter 1,51736000,48381000,58008000,41373000,30938000,28803000
Q8TB72,PUM2,Pumilio homolog 2,0,0,0,0,0,3548400
Q8TB73,NDNF,Protein NDNF,0,0,0,95706000,103310000,96297000
Q8TB96,ITFG1,T-cell immunomodulatory protein,13002000,15142000,13364000,9038800,8514500,9755600
Q8TBA6,GOLGA5,Golgin subfamily A member 5,8453200,9307100,7565100,5879800,9297900,6127600
Q8TBB5,KLHDC4,Kelch domain-containing protein 4,4128300,0,0,5920800,6486100,5159300
Q8TBC4,UBA3,NEDD8-activating enzyme E1 catalytic subunit,24794000,29345000,18663000,37201000,43473000,36235000
Q8TBC5,ZSCAN18,Zinc finger and SCAN domain-containing protein 18,3170900,4447500,3120100,2579100,3250300,2273900
Q8TBE9,NANP,N-acylneuraminate-9-phosphatase,0,0,0,0,0,742740
Q8TBF2,FAM213B,Prostamide/prostaglandin F synthase,2324600,0,2625300,2414600,1899400,0
Q8TBF4,ZCRB1,Zinc finger CCHC-type and RNA-binding motif-containing protein 1,1900300,0,0,2889000,3136200,3796000
Q8TBM8,DNAJB14,DnaJ homolog subfamily B member 14,3281100,3123800,3863000,2383300,2557800,2444800
Q8TBQ9,TMEM167A,Protein kish-A,0,0,0,0,12989000,0
Q8TBX8,PIP4K2C,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma,5085100,5484700,3956400,3598900,4487500,3218100
Q8TBZ3,WDR20,WD repeat-containing protein 20,4257400,1752800,2312000,2002300,0,2426600
Q8TC07,TBC1D15,TBC1 domain family member 15,25380000,27403000,21019000,27392000,35953000,28245000
Q8TC12,RDH11,Retinol dehydrogenase 11,184820000,200470000,243640000,147440000,110130000,151610000
Q8TC26,TMEM163,Transmembrane protein 163,2010100,0,0,0,0,0
Q8TC59,PIWIL2,Piwi-like protein 2,0,0,0,0,0,0
Q8TCA0,LRRC20,Leucine-rich repeat-containing protein 20,20453000,17181000,15319000,14544000,13516000,14603000
Q8TCC3,MRPL30,"39S ribosomal protein L30, mitochondrial",0,0,0,1456500,0,0
Q8TCD5,NT5C,"5(3)-deoxyribonucleotidase, cytosolic type",0,0,0,0,0,6654400
Q8TCE6;Q6NSW5,FAM45A;FAM45B,Protein FAM45A;Protein FAM45B,7260800,9283100,5077400,7706600,8718300,7518000
Q8TCF1,ZFAND1,AN1-type zinc finger protein 1,2456600,4689300,2297700,7833300,6065300,3332400
Q8TCG1,KIAA1524,Protein CIP2A,2147200,0,0,4855700,5774800,3528900
Q8TCG5,CPT1C,"Carnitine O-palmitoyltransferase 1, brain isoform",1935300,2599500,2470400,2018100,1733800,1956700
Q8TCJ2,STT3B,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B,25607000,16453000,21250000,21644000,26797000,19560000
Q8TCS8,PNPT1,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial",91173000,89912000,98737000,176470000,166580000,173410000
Q8TCT0,CERK,Ceramide kinase,0,0,0,0,0,385120
Q8TCT7,SPPL2B,Signal peptide peptidase-like 2B,602600,0,0,0,0,0
Q8TCT8,SPPL2A,Signal peptide peptidase-like 2A,24258000,23197000,22596000,16138000,15700000,24152000
Q8TCT9,HM13,Minor histocompatibility antigen H13,19470000,33267000,31948000,21858000,17236000,17683000
Q8TCU6,PREX1,"Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein",25230000,24137000,18215000,23194000,19229000,13356000
Q8TCX1,DYNC2LI1,Cytoplasmic dynein 2 light intermediate chain 1,0,0,925250,0,0,0
Q8TCZ2,CD99L2,CD99 antigen-like protein 2,15990000,20855000,16014000,9190000,10697000,7961700
Q8TD08,MAPK15,Mitogen-activated protein kinase 15,0,0,0,45166000,0,0
Q8TD16,BICD2,Protein bicaudal D homolog 2,0,0,0,0,1087000,0
Q8TD19,NEK9,Serine/threonine-protein kinase Nek9,24245000,28736000,22796000,41428000,35481000,41760000
Q8TD22,SFXN5,Sideroflexin-5,2507400,0,0,0,0,0
Q8TD26,CHD6,Chromodomain-helicase-DNA-binding protein 6,0,0,0,5237300,0,5962900
Q8TD30;P24298,GPT2,Alanine aminotransferase 2,29680000,31239000,34518000,32700000,38735000,32370000
Q8TD55,PLEKHO2,Pleckstrin homology domain-containing family O member 2,0,0,0,0,0,440220
Q8TDB6,DTX3L,E3 ubiquitin-protein ligase DTX3L,5206300,3345700,4628700,0,0,0
Q8TDD1,DDX54,ATP-dependent RNA helicase DDX54,3796100,4844100,4919000,10604000,11023000,12113000
Q8TDJ6,DMXL2,DmX-like protein 2,8355800,10479000,7368100,10396000,13995000,10128000
Q8TDM6,DLG5,Disks large homolog 5,0,0,0,0,0,500600
Q8TDN6,BRIX1,Ribosome biogenesis protein BRX1 homolog,22089000,33781000,33918000,77860000,70653000,70315000
Q8TDQ7,GNPDA2,Glucosamine-6-phosphate isomerase 2,17500000,18971000,11881000,3604700,3980900,0
Q8TDR0,TRAF3IP1,TRAF3-interacting protein 1,1480200,0,993640,0,0,0
Q8TDW0,LRRC8C,Volume-regulated anion channel subunit LRRC8C,0,0,1619900,0,0,0
Q8TDW7,FAT3,Protocadherin Fat 3,0,0,2731500,0,0,0
Q8TDX7,NEK7,Serine/threonine-protein kinase Nek7,0,0,0,2340900,2208900,0
Q8TDY2,RB1CC1,RB1-inducible coiled-coil protein 1,3040800,4131400,4356900,4070100,3262300,3205000
Q8TDY4,ASAP3,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 3",7892300,5688900,6096100,4722300,5487900,5275500
Q8TDZ2,MICAL1,Protein-methionine sulfoxide oxidase MICAL1,5488300,6550600,4469600,8058600,8080300,5674600
Q8TE02,ELP5,Elongator complex protein 5,1922000,3376000,2942500,1258700,1828000,1467600
Q8TE04,PANK1,Pantothenate kinase 1,0,0,0,0,0,1441000
Q8TE58,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,0,0,0,0,0,1599100
Q8TE77,SSH3,Protein phosphatase Slingshot homolog 3,0,0,0,0,0,831320
Q8TEA1,NSUN6,Putative methyltransferase NSUN6,2377500,2825900,0,5211600,6987500,4905200
Q8TEA7,TBCK,TBC domain-containing protein kinase-like protein,14542000,15963000,12642000,11604000,14639000,13625000
Q8TEA8,DTD1,D-tyrosyl-tRNA(Tyr) deacylase 1,22490000,22557000,22187000,28719000,21887000,22408000
Q8TEB1,DCAF11,DDB1- and CUL4-associated factor 11,0,2577000,0,2939400,2939600,0
Q8TED0,UTP15,U3 small nucleolar RNA-associated protein 15 homolog,17225000,23745000,19185000,58655000,64167000,59373000
Q8TED1,GPX8,Probable glutathione peroxidase 8,12151000,13643000,13542000,11742000,10160000,12803000
Q8TEM1,NUP210,Nuclear pore membrane glycoprotein 210,36019000,46638000,49253000,88697000,77542000,87261000
Q8TEQ0;Q8IUI4,SNX29,Sorting nexin-29,3733400,4125200,3515700,4770000,5386800,4141900
Q8TEQ6,GEMIN5,Gem-associated protein 5,47853000,49665000,43983000,73797000,72781000,77289000
Q8TEQ8,PIGO,GPI ethanolamine phosphate transferase 3,0,50680000,0,67191000,0,60106000
Q8TER5,ARHGEF40,Rho guanine nucleotide exchange factor 40,4321500,5453100,5121700,3769500,2433100,5547800
Q8TEU7,RAPGEF6,Rap guanine nucleotide exchange factor 6,3650100,4536900,4004400,4494200,5447400,3015300
Q8TEV9,SMCR8,Smith-Magenis syndrome chromosomal region candidate gene 8 protein,0,0,0,1170200,0,0
Q8TEW0,PARD3,Partitioning defective 3 homolog,2192600,3327100,2449300,0,0,0
Q8TEX9,IPO4,Importin-4,31537000,25091000,26092000,43713000,43948000,45103000
Q8TF01,PNISR,Arginine/serine-rich protein PNISR,0,0,0,0,6485900,0
Q8TF05,PPP4R1,Serine/threonine-protein phosphatase 4 regulatory subunit 1,10347000,13912000,7560300,14924000,13269000,13792000
Q8TF42,UBASH3B,Ubiquitin-associated and SH3 domain-containing protein B,1632000,0,0,0,0,0
Q8TF44,C2CD4C,C2 calcium-dependent domain-containing protein 4C,4068200,3467000,4359800,6048500,6242800,5899000
Q8TF68,ZNF384,Zinc finger protein 384,3536500,2207900,3375400,2748100,4481200,4319100
Q8TF74,WIPF2,WAS/WASL-interacting protein family member 2,6846700,5891900,5518800,4762400,5004700,4313600
Q8WTS6,SETD7,Histone-lysine N-methyltransferase SETD7,6275900,0,6881900,0,5368700,0
Q8WTT2,NOC3L,Nucleolar complex protein 3 homolog,15608000,20115000,18950000,35104000,34709000,33469000
Q8WTV0,SCARB1,Scavenger receptor class B member 1,0,0,0,0,0,7222400
Q8WTW3,COG1,Conserved oligomeric Golgi complex subunit 1,8220600,9808100,6348900,11147000,10672000,9709100
Q8WTW4,NPRL2,Nitrogen permease regulator 2-like protein,0,0,2603200,0,0,0
Q8WU10,PYROXD1,Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 1,0,0,0,0,834100,0
Q8WU76,SCFD2,Sec1 family domain-containing protein 2,6879700,5849200,6869200,8174000,7454900,5509100
Q8WU90,ZC3H15,Zinc finger CCCH domain-containing protein 15,17568000,18229000,14732000,28243000,27192000,23849000
Q8WUA2,PPIL4,Peptidyl-prolyl cis-trans isomerase-like 4,6718300,7044400,10096000,10941000,11260000,11535000
Q8WUA4,GTF3C2,General transcription factor 3C polypeptide 2,4158600,7219500,6466400,14427000,17457000,10875000
Q8WUA7,TBC1D22A,TBC1 domain family member 22A,0,0,0,0,0,362870
Q8WUB8,PHF10,PHD finger protein 10,4153700,4725300,5088000,6230400,7922500,8377300
Q8WUD1,RAB2B,Ras-related protein Rab-2B,116780000,116110000,154170000,141200000,133190000,122320000
Q8WUD4,CCDC12,Coiled-coil domain-containing protein 12,4512500,4693100,2354500,6188900,5781300,5627500
Q8WUF8,FAM172A,Protein FAM172A,0,0,0,2550600,2986100,0
Q8WUG5,SLC22A17,Solute carrier family 22 member 17,0,0,3429400,0,0,0
Q8WUH1,CHURC1,Protein Churchill,7481900,6483300,6434200,5059900,5637900,4696500
Q8WUH2,TGFBRAP1,Transforming growth factor-beta receptor-associated protein 1,4223400,4660000,2980400,4253100,3900500,3038300
Q8WUH6,TMEM263,Transmembrane protein 263,62068000,70132000,65583000,25707000,24192000,20554000
Q8WUJ3,CEMIP,Cell migration-inducing and hyaluronan-binding protein,39480000,0,0,0,0,0
Q8WUK0,PTPMT1,Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1,4288000,4387900,3950800,3043400,2512000,2374300
Q8WUM0,NUP133,Nuclear pore complex protein Nup133,40572000,50069000,46854000,72314000,60946000,71464000
Q8WUM4,PDCD6IP,Programmed cell death 6-interacting protein,227510000,222150000,221450000,243650000,231480000,235260000
Q8WUP2,FBLIM1,Filamin-binding LIM protein 1,0,0,0,0,0,1612800
Q8WUQ7,CACTIN,Cactin,1599400,0,2136000,2644200,3000300,2467000
Q8WUR7,C15orf40,UPF0235 protein C15orf40,4397400,3970600,3430900,2338200,3065700,2842100
Q8WUW1,BRK1,Protein BRICK1,22802000,20906000,26408000,15823000,17089000,12636000
Q8WUX9,CHMP7,Charged multivesicular body protein 7,6528900,5066800,4399500,5654300,7206600,5315900
Q8WUY3,PRUNE2,Protein prune homolog 2,1109700,0,0,0,0,0
Q8WUY8,NAT14,N-acetyltransferase 14,18702000,17356000,19864000,0,17728000,18259000
Q8WV24,PHLDA1,Pleckstrin homology-like domain family A member 1,0,2524600,0,0,0,0
Q8WVB6,CHTF18,Chromosome transmission fidelity protein 18 homolog,0,0,0,0,0,1654600
Q8WVC0,LEO1,RNA polymerase-associated protein LEO1,6265000,6301200,6450400,12129000,11967000,11711000
Q8WVC6,DCAKD,Dephospho-CoA kinase domain-containing protein,23103000,22513000,26918000,19719000,16684000,23749000
Q8WVD3,RNF138,E3 ubiquitin-protein ligase RNF138,0,0,0,0,0,651010
Q8WVF1,OSCP1,Protein OSCP1,8713600,10435000,7472700,6305900,4505000,5500000
Q8WVJ2,NUDCD2,NudC domain-containing protein 2,39633000,30079000,18406000,23853000,26219000,25698000
Q8WVK2,SNRNP27,U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein,6060600,7226600,10749000,14789000,16017000,15720000
Q8WVM8,SCFD1,Sec1 family domain-containing protein 1,121550000,127060000,105910000,101680000,107680000,91348000
Q8WVQ1,CANT1,Soluble calcium-activated nucleotidase 1,0,1316100,551770,1807500,1867900,1824700
Q8WVS4,WDR60,WD repeat-containing protein 60,1732600,1278900,0,0,1721800,0
Q8WVT3,TRAPPC12,Trafficking protein particle complex subunit 12,2417100,3279500,1933200,4839800,4403500,3961700
Q8WVV9,HNRNPLL,Heterogeneous nuclear ribonucleoprotein L-like,71787000,93745000,79096000,114630000,134080000,144360000
Q8WVX3,C4orf3,Uncharacterized protein C4orf3,0,694530,0,0,0,0
Q8WVX9,FAR1,Fatty acyl-CoA reductase 1,2728600,5275900,5249200,0,0,5987100
Q8WVY7,UBLCP1,Ubiquitin-like domain-containing CTD phosphatase 1,27101000,17211000,21517000,21482000,22849000,21719000
Q8WW12,PCNP,PEST proteolytic signal-containing nuclear protein,12264000,11806000,19557000,11338000,12684000,19667000
Q8WW22,DNAJA4,DnaJ homolog subfamily A member 4,0,11458000,0,12091000,9056400,32340000
Q8WW35,TCTEX1D2,Tctex1 domain-containing protein 2,0,0,0,0,0,800040
Q8WW59,SPRYD4,SPRY domain-containing protein 4,8436300,7922000,11152000,8964100,8300200,8304700
Q8WWC4,C2orf47,"Uncharacterized protein C2orf47, mitochondrial",6615000,6404300,4731200,13336000,13119000,12178000
Q8WWH5,TRUB1,Probable tRNA pseudouridine synthase 1,8396400,9945700,8509200,15677000,17514000,13228000
Q8WWI5,SLC44A1,Choline transporter-like protein 1,0,0,1671800,0,0,0
Q8WWK9,CKAP2,Cytoskeleton-associated protein 2,5840200,5216300,0,10355000,10712000,7701700
Q8WWM7,ATXN2L,Ataxin-2-like protein,68301000,58817000,86138000,64519000,71280000,72917000
Q8WWM9,CYGB,Cytoglobin,0,0,0,0,0,822380
Q8WWQ0,PHIP,PH-interacting protein,17011000,16125000,15164000,21696000,20065000,22371000
Q8WWV3,RTN4IP1,"Reticulon-4-interacting protein 1, mitochondrial",8904800,6914700,8005500,9020700,6844000,9203100
Q8WWX9,SELM,Selenoprotein M,0,10219000,0,0,2746000,0
Q8WWY3,PRPF31,U4/U6 small nuclear ribonucleoprotein Prp31,27587000,22170000,26811000,36944000,38195000,37881000
Q8WX92,NELFB,Negative elongation factor B,12624000,10763000,13884000,16835000,17522000,22883000
Q8WX93,PALLD,Palladin,72948000,63859000,64756000,24933000,29392000,23114000
Q8WX94,NLRP7,"NACHT, LRR and PYD domains-containing protein 7",0,0,0,29071000,33234000,29011000
Q8WXA3,RUFY2,RUN and FYVE domain-containing protein 2,9831500,11087000,10798000,6970800,7267800,8388300
Q8WXA9,SREK1,Splicing regulatory glutamine/lysine-rich protein 1,5672700,6525600,8293200,8548200,6407300,7662800
